id,type,sku,name,status,featured,catalog_visibility,short_description,description,date_on_sale_from,date_on_sale_to,tax_status,tax_class,stock_status,backorders,sold_individually,weight,length,width,height,reviews_allowed,purchase_note,price,regular_price,manage_stock/stock_quantitiy,category_ids,tag_ids,shipping_class_id,attributes,attributes,default_attributes,attributes,image_id/gallery_image_ids,attributes,downloads,downloads,download_limit,download_expiry,parent_id,upsell_ids,cross_sell_ids,brand
,,,LS1 - 4 Light High Load Switcher (120V supply 120V receptacles),1,0,visible,,,,,taxable,standard,1,notify,1,10,12,12,12,0,Thank you for your purchase!,145,145,100,Timers,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/grozone_ls.jpg,,,,,,,,,GroZone
,,,"MLC 16 Lights (120/240 volt, Universal X-Plug)",1,0,visible,,,,,taxable,standard,1,notify,1,20,36,24,8,0,Thank you for your purchase!,619.95,619.95,100,Timers,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/rm-power.jpg,,,,,,,,,R&M Supply
,,,ON/OFF Switcher 120V,1,0,visible,,,,,taxable,standard,1,notify,1,20,36,24,8,0,Thank you for your purchase!,759.95,759.95,100,Timers,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/rm-power.jpg,,,,,,,,,R&M Supply
,,,1/4 in. TUBING BLUE (500 FT. ROLL),1,0,visible,,,,,taxable,standard,1,notify,1,12,24,24,12,0,Thank you for your purchase!,105,105,100,Water Filtration,,,,,,,,,,,,,,,,
,,,1/4 in. TUBING BLACK (500 FT. ROLL),1,0,visible,,,,,taxable,standard,1,notify,1,12,24,24,12,0,Thank you for your purchase!,105,105,100,Water Filtration,,,,,,,,,,,,,,,,
,,,3/8 in. TUBING WHITE (500 FT. ROLL),1,0,visible,,,,,taxable,standard,1,notify,1,15,24,24,12,0,Thank you for your purchase!,155,155,100,Water Filtration,,,,,,,,,,,,,,,,
,,,3/8 in. TUBING BLUE (500 FT. ROLL),1,0,visible,,,,,taxable,standard,1,notify,1,15,24,24,12,0,Thank you for your purchase!,155,155,100,Water Filtration,,,,,,,,,,,,,,,,
,,,1/2 in. TUBING NEUTRAL (250 FT. ROLL),1,0,visible,,,,,taxable,standard,1,notify,1,20,24,24,12,0,Thank you for your purchase!,130,130,100,Water Filtration,,,,,,,,,,,,,,,,
,,,FLOAT VALVE 3/8 in. QC -TALL BOY,1,0,visible,,,,,taxable,standard,1,notify,1,1,12,12,12,0,Thank you for your purchase!,19,19,100,Water Filtration,,,,,,,,,,,,,,,,
,,,1/4 in. QC -STEALTH & SMALL BOY,1,0,visible,,,,,taxable,standard,1,notify,1,1,12,12,12,0,Thank you for your purchase!,19,19,100,Water Filtration,,,,,,,,,,,,,,,,
,,,FLOAT KIT MERLIN GARDEN PRO,1,0,visible,,,,,taxable,standard,1,notify,1,3,12,12,12,0,Thank you for your purchase!,42,42,100,Water Filtration,,,,,,,,,,,,,,,,
,,,UNION CONNECTOR 3/8 in.,1,0,visible,,,,,taxable,standard,1,notify,1,1,12,12,12,0,Thank you for your purchase!,5,5,100,Water Filtration,,,,,,,,,,,,,,,,
,,,TWO WAY SPLITTER 3/8 in.,1,0,visible,,,,,taxable,standard,1,notify,1,1,12,12,12,0,Thank you for your purchase!,6.25,6.25,100,Water Filtration,,,,,,,,,,,,,,,,
,,,UNION CONNECTOR 1/4 in.,1,0,visible,,,,,taxable,standard,1,notify,1,1,12,12,12,0,Thank you for your purchase!,4.75,4.75,100,Water Filtration,,,,,,,,,,,,,,,,
,,,TALL BOY BLUE SEDIMENT REPLACMENT,1,0,visible,,,,,taxable,standard,1,notify,1,1,12,12,12,0,Thank you for your purchase!,14,14,100,Water Filtration,,,,,,,,,,,,,,,,
,,,TALL BOY BLUE CARBON REPLACMENT FILTER,1,0,visible,,,,,taxable,standard,1,notify,1,1,12,12,12,0,Thank you for your purchase!,31,31,100,Water Filtration,,,,,,,,,,,,,,,,
,,,SMALL BOY SEDIMENT REPLACMENT,1,0,visible,,,,,taxable,standard,1,notify,1,1,12,12,12,0,Thank you for your purchase!,11,11,100,Water Filtration,,,,,,,,,,,,,,,,
,,,SMALL BOY CARBON REPLACMENT FILTER,1,0,visible,,,,,taxable,standard,1,notify,1,1,12,12,12,0,Thank you for your purchase!,14,14,100,Water Filtration,,,,,,,,,,,,,,,,
,,,STEALTH RO 100/200 SEDIMENT FILTER,1,0,visible,,,,,taxable,standard,1,notify,1,1,12,12,12,0,Thank you for your purchase!,14.5,14.5,100,Water Filtration,,,,,,,,,,,,,,,,
,,,STEALTH RO 100/200 CARBON FILTER,1,0,visible,,,,,taxable,standard,1,notify,1,1,12,12,12,0,Thank you for your purchase!,16.5,16.5,100,Water Filtration,,,,,,,,,,,,,,,,
,,,STEALTH RO 100/200 MEMBRANE FILTER,1,0,visible,,,,,taxable,standard,1,notify,1,2,12,12,12,0,Thank you for your purchase!,83,83,100,Water Filtration,,,,,,,,,,,,,,,,
,,,STEALTH RO 100/200/ PRESSURE BOOSTER PUMP,1,0,visible,,,,,taxable,standard,1,notify,1,4,12,12,12,0,Thank you for your purchase!,189,189,100,Water Filtration,,,,,,,,,,,,,,,,
,,,Big Boy Carbon filter,1,0,visible,,,,,taxable,standard,1,notify,1,2,12,12,12,0,Thank you for your purchase!,63,63,100,Water Filtration,,,,,,,,,,,,,,,,
,,,BIG BOY PLEATED SEDIMENT FILTER (CLEANABLE),1,0,visible,,,,,taxable,standard,1,notify,1,2,12,12,12,0,Thank you for your purchase!,55,55,100,Water Filtration,,,,,,,,,,,,,,,,
,,,BIG BOY KDF-85 CARBON FILTER- WELL WATER & CHLORAMINES,1,0,visible,,,,,taxable,standard,1,notify,1,7,12,12,12,0,Thank you for your purchase!,129,129,100,Water Filtration,,,,,,,,,,,,,,,,
,,,The 24-7 Nutrient Meter,1,0,visible,,,,,taxable,standard,1,notify,1,2,12,12,12,0,Thank you for your purchase!,205,205,100,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/24-7_nutrient_meter.jpg,,,,,,,,,Control Wizard Products
,,,Replacement Probe for 24-7 Meter,1,0,visible,,,,,taxable,standard,1,notify,1,1,12,12,12,0,Thank you for your purchase!,49,49,100,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/24-7_nutrient_meter.jpg,,,,,,,,,Control Wizard Products
,,,Replacement electrode for 24-7 Meter,1,0,visible,,,,,taxable,standard,1,notify,1,1,12,12,12,0,Thank you for your purchase!,49,49,100,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/24-7_nutrient_meter.jpg,,,,,,,,,Control Wizard Products
,,,8 oz twin pack electrode cleaning solution #A & #B,1,0,visible,,,,,taxable,standard,1,notify,1,1,6,3,3,0,Thank you for your purchase!,17.5,17.5,100,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/gisolutions.jpg,,,,,,,,,Green Air Products
,,,8oz electrode storage solution,1,0,visible,,,,,taxable,standard,1,notify,1,1,6,3,3,0,Thank you for your purchase!,8.75,8.75,100,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/gisolutions.jpg,,,,,,,,,Green Air Products
,,,pH 4.01 - 16 oz,1,0,visible,,,,,taxable,standard,1,notify,1,1,6,3,3,0,Thank you for your purchase!,12.5,12.5,100,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/gisolutions.jpg,,,,,,,,,Green Air Products
,,,pH 7.0 /16 oz,1,0,visible,,,,,taxable,standard,1,notify,1,1,6,3,3,0,Thank you for your purchase!,12.5,12.5,100,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/gisolutions.jpg,,,,,,,,,Green Air Products
,,,PPM-1500 TDS / 2.142 ms 8 oz,1,0,visible,,,,,taxable,standard,1,notify,1,1,6,3,3,0,Thank you for your purchase!,8.75,8.75,100,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/gisolutions.jpg,,,,,,,,,Green Air Products
,,,PPM-1500 TDS / 2.142 ms 16 oz,1,0,visible,,,,,taxable,standard,1,notify,1,1,6,3,3,0,Thank you for your purchase!,12.5,12.5,100,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/gisolutions.jpg,,,,,,,,,Green Air Products
,,,TDS-3 Handheld Meter With Carrying Case,1,0,visible,,,,,taxable,standard,1,notify,1,1,6,1,2,0,Thank you for your purchase!,39.95,39.95,100,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/tds3_withcase.jpg,,,,,,,,,HM Digital
,,,COM-100: Waterproof EC / TDS / Temp Combo Meter,1,0,visible,,,,,taxable,standard,1,notify,1,0,8,2,2,0,Thank you for your purchase!,74.95,74.95,1,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/com100.jpg,,,,,,,,,HM Digital
,,,PH-200: Waterproof pH Meter,1,0,visible,,,,,taxable,standard,1,notify,1,0,8,2,2,0,Thank you for your purchase!,99,99,1,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/ph_200.jpg,,,,,,,,,HM Digital
,,,Nutradip Tri-Meter,1,0,visible,,,,,taxable,standard,1,notify,1,5,12,12,12,0,Thank you for your purchase!,233.95,233.95,100,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/trimeter.jpg,,,,,,,,,Nutradip
,,,pH probe electrode 3' lead wire,1,0,visible,,,,,taxable,standard,1,notify,1,1,6,6,6,0,Thank you for your purchase!,65.95,65.95,100,pH/EC/TDS Meters & Solutions,,,,,,,,,,,,,,,,Nutradip
,,,Control Wizard Accurate Handheld pH3 Meter,1,0,visible,,,,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,64.95,64.95,100,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/control_wizard_ph3.jpg,,,,,,,,,Control Wizard Products
,,,Replacemnt probe for Control Wizard Accurate pH3 Meter,1,0,visible,,,,,taxable,standard,1,notify,1,0,6,6,6,0,Thank you for your purchase!,34.95,34.95,100,pH/EC/TDS Meters & Solutions,,,,,,,,,,,,,,,,Control Wizard Products
,,,pH-Up 8 oz ,1,0,visible,,,,,taxable,standard,1,notify,1,1,4,2,2,0,Thank you for your purchase!,7.54,7.54,100,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/pHSeries.jpg,,,,,,,,,General Hydroponics
,,,pH-Up 1 qt,1,0,visible,,,,,taxable,standard,1,notify,1,3,12,4,4,0,Thank you for your purchase!,11.39,11.39,100,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/pHSeries.jpg,,,,,,,,,General Hydroponics
,,,pH-Up 1 gal ,1,0,visible,,,,,taxable,standard,1,notify,1,10,12,8,8,0,Thank you for your purchase!,26.9,26.9,100,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/pHSeries.jpg,,,,,,,,,General Hydroponics
,,,pH Up Dry 1.5 lb ,1,0,visible,,,,,taxable,standard,1,notify,1,1.5,4,4,4,0,Thank you for your purchase!,10.76,10.76,100,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/pHSeries.jpg,,,,,,,,,General Hydroponics
,,,pH Up Dry 4 lb ,1,0,visible,,,,,taxable,standard,1,notify,1,4,6,6,6,0,Thank you for your purchase!,19.4,19.4,100,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/pHSeries.jpg,,,,,,,,,General Hydroponics
,,,pH Up Dry 16 lb,1,0,visible,,,,,taxable,standard,1,notify,1,16,12,12,12,0,Thank you for your purchase!,64.5,64.5,100,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/pHSeries.jpg,,,,,,,,,General Hydroponics
,,,pH Down 8 oz.,1,0,visible,,,,,taxable,standard,1,notify,1,1,4,2,2,0,Thank you for your purchase!,7.91,7.91,100,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/pHSeries.jpg,,,,,,,,,General Hydroponics
,,,pH Down 1 qt,1,0,visible,,,,,taxable,standard,1,notify,1,3,12,4,4,0,Thank you for your purchase!,11.39,11.39,100,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/pHSeries.jpg,,,,,,,,,General Hydroponics
,,,pH Down 1 gal,1,0,visible,,,,,taxable,standard,1,notify,1,10,12,8,8,0,Thank you for your purchase!,28.39,28.39,100,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/pHSeries.jpg,,,,,,,,,General Hydroponics
,,,pH Down Dry 1.5 lb,1,0,visible,,,,,taxable,standard,1,notify,1,1.5,4,4,4,0,Thank you for your purchase!,10.76,10.76,100,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/pHSeries.jpg,,,,,,,,,General Hydroponics
,,,pH 4.01 Calibration Solution 8 oz.,1,0,visible,,,,,taxable,standard,1,notify,1,1,4,2,2,0,Thank you for your purchase!,8.66,8.66,100,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/pHSeries.jpg,,,,,,,,,General Hydroponics
,,,pH 4.01 Calibration Solution qt.,1,0,visible,,,,,taxable,standard,1,notify,1,3,12,4,4,0,Thank you for your purchase!,22.69,22.69,100,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/pHSeries.jpg,,,,,,,,,General Hydroponics
,,,pH 7.0 Calibration Solution 8 oz.,1,0,visible,,,,,taxable,standard,1,notify,1,1,4,2,2,0,Thank you for your purchase!,7.96,7.96,100,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/pHSeries.jpg,,,,,,,,,General Hydroponics
,,,pH 7.0 Calibration Solution qt.,1,0,visible,,,,,taxable,standard,1,notify,1,3,12,4,4,0,Thank you for your purchase!,22.69,22.69,100,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/pHSeries.jpg,,,,,,,,,General Hydroponics
,,,1500 ppm Calibration Solution 8 oz.,1,0,visible,,,,,taxable,standard,1,notify,1,1,4,2,2,0,Thank you for your purchase!,8.66,8.66,100,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/pHSeries.jpg,,,,,,,,,General Hydroponics
,,,pH control kit,1,0,visible,,,,,taxable,standard,1,notify,1,1,5,5,5,0,Thank you for your purchase!,18.98,18.98,100,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/pHSeries.jpg,,,,,,,,,General Hydroponics
,,,pH Test Kit 1 oz,1,0,visible,,,,,taxable,standard,1,notify,1,1,5,5,5,0,Thank you for your purchase!,7.96,7.96,100,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/pHSeries.jpg,,,,,,,,,General Hydroponics
,,,pH Test indicator 8 oz,1,0,visible,,,,,taxable,standard,1,notify,1,1,5,5,5,0,Thank you for your purchase!,10.76,10.76,100,pH/EC/TDS Meters & Solutions,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/pHSeries.jpg,,,,,,,,,General Hydroponics
,,,3-pack 1.5 V batteries for HM Digital Meters,1,0,visible,,,,,taxable,standard,1,notify,1,0,2,2,2,0,Thank you for your purchase!,8.95,8.95,100,pH/EC/TDS Meters & Solutions,,,,,,,,,,,,,,,,HM Digital
,,,Can-Lite Filters,1,0,visible,,"Can Fan group has added a new series of canister filters to their already dominant line of activated carbon filters. After years of research and field testing of the light-weight carbon filter, CF group will proudly place their trusted name in air filtration on this new series of filters. The Can-Liteâ„¢ 100 has been developed with ease of installation, durability and effectiveness in mind. The Can-Liteâ„¢ is manufactured the same way as the Original Can-FiltersÂ® (proven packed bed design). The difference is in the carbon; high density carbon is used in the Can-Liteâ„¢.  <ul>  <li>Built in flange  <li>Weight saving aluminum top and bottom  <li>Consistent fill procedure  <li>Sized to meet all of your ventilation needs  <li>Pre filter included  <li>Ease of installation with the low overall weight  <p>  ***8"" AND LARGER DO NOT QUALIFY FOR FREE SHIPPING***",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,184,184,0,Air Filtration,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/Can-Lite-Filters.jpg,,,,,,,,,
,,,"Can-Lite 6"" w/ Flange attached (600 cfm)",1,0,visible,,,,,taxable,standard,1,notify,1,21,8,8,26,0,Thank you for your purchase!,184,184,100,Air Filtration,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/Can-Lite-Filters.jpg,,,,,,,,,
,,,"Can-Lite 8"" w/ Flange attached (1000 cfm)",1,0,visible,,,,,taxable,standard,1,notify,1,42,10,10,40,0,Thank you for your purchase!,264,264,100,Air Filtration,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/Can-Lite-Filters.jpg,,,,,,,,,
,,,"Can-Lite 10"" w/ Flange attached (1500 cfm)",1,0,visible,,,,,taxable,standard,1,notify,1,48,13,13,50,0,Thank you for your purchase!,287,287,100,Air Filtration,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/Can-Lite-Filters.jpg,,,,,,,,,
,,,"Can-Lite 12"" w/ Flange attached (1800 cfm)",1,0,visible,,,,,taxable,standard,1,notify,1,58,15,15,60,0,Thank you for your purchase!,346,346,100,Air Filtration,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/Can-Lite-Filters.jpg,,,,,,,,,
,,,B-52 Vitamin,1,0,visible,,"Your Plants Need B Vitamins Just Like You Do<p>  In the intense conditions of your hydroponics garden, your plants need B vitamins that boost their ability to handle high output nutrients. Whatâ€™s more, B vitamins are beneficial for the promotion of plant growth. Thatâ€™s why B-52 contains the widest array of synthetic B vitamins you can get for your hydroponics plants. Give your plants B52 right away.",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,44.6,44.6,0,Nutrients & Supplements > Advanced Nutrients,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/b-52_bg (1).jpg,,,,,,,,,Advanced Nutrients
,,,Big Bud Bloom Booster,1,0,visible,,"Watch Your Flowers Get Larger and More Potent!<p>  Big Bud is the legendary bloom booster proven worldwide to swell flowers to their maximum potency potential beyond any other bloom booster. Containing L-amino acids and the right types of phosphorus and potassium, Big Bud is an essential part of your high-yielding bloom phase. Get Big Bud today and watch your flowers expand!",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,15.6,15.6,0,Nutrients & Supplements > Advanced Nutrients,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/advancedBigBudLiquid.jpg,,,,,,,,,Advanced Nutrients
,,,Bud Blood Bloom Stimulator,1,0,visible,,"Start Your Bloom Phase With a Bang<p>  Get Bud Blood right away and feed it to your crops during the first days of your bloom phase. Your plants will maximize their budding sites and enhance floral development so you get heavier, more profitable harvests.",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,23.78,23.78,0,Nutrients & Supplements > Advanced Nutrients,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/advancedBudBlood.jpg,,,,,,,,,Advanced Nutrients
,,,Bud Candy,1,0,visible,,How Sweet it Is!<p>  Give your plants extra energy so they maximize flower growth while feeding them flavor and aroma enhancers that make your flowers higher quality and more intensely potent. Bud Candy is the only energy/potency/flavor/scent booster tested specifically on the plants you grow!,,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,29.9,29.9,0,Nutrients & Supplements > Advanced Nutrients,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/bud_candy_bg.jpg,,,,,,,,,Advanced Nutrients
,,,Bud Factor X,1,0,visible,,"Your Plants Pump Out Their Maximum Amounts of Essential Oils<p>  Bud Factor X contains Bio-active ingredients that enhance inherent qualities in plants, coaching maximum production of terpinods, resins and essential oils. Get Bud Factor X today, and you'll see your enhanced flower growth.",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,91.42,91.42,0,Nutrients & Supplements > Advanced Nutrients,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/bud_factor_x_bg.jpg,,,,,,,,,Advanced Nutrients
,,,CarboLoad,1,0,visible,,Give Your Plants the Energy They Need<p>  Your blooming plants hit the wall in mid-bloom when they need more energy than they can create. Thatâ€™s when you feed them the ideal carbohydrates in CarboLoad so they have the juice they require for maximum budding. This is the only carbo booster on the market that works well for the plants you grow. Get some today!,,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,23.78,23.78,0,Nutrients & Supplements > Advanced Nutrients,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/advancedCarboload.jpg,,,,,,,,,Advanced Nutrients
,,,Final Phase,1,0,visible,,"Your Crops Can Be Worth Even More to You<p>  Final Phase is proven to purge excess nutrients salts and other materials out of your crops just before harvest so your crops have the best taste, aroma and value possible. Whatâ€™s more, Final Phase cleanses your crops but doesn'tâ€™t stop them from continuing to produce optimum flower growth.",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,20.8,20.8,0,Nutrients & Supplements > Advanced Nutrients,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/advancedFinalPhase.jpg,,,,,,,,,Advanced Nutrients
,,,Grandma Enggy's H-2 (1 lt),1,0,visible,,"<p>Rich, Intense Nutrition Powerhouse for Your Plants<p>  Grandmaâ€™s Humic Acid is the concentrated organic extract of a rare vein of rich material called ""leonardite."" Filled with nutritional benefits for your plants, H-2 is the strongest, most effective humic you can get. When you use it during every phase of crop growth, H-2 creates optimum yielding potential for your plants.",,,taxable,standard,1,notify,1,3,0,0,0,0,Thank you for your purchase!,29.76,29.76,100,Nutrients & Supplements > Advanced Nutrients,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/advancedGrandmaH2.jpg,,,,,,,,,Advanced Nutrients
,,,Mother Earth Organic Super Tea,1,0,visible,,"You Get Enhanced Growth With This Versatile Organic Super-Tea<p>  If you've been looking for a powerful all-organic tea that's used as a supplement or stand-alone base nutrient formula you've found it now. Mother Earth Super Tea comes in Grow or Bloom formulations specially made to power lush veg growth and maximize blooming. Now's the time to get yourself the all-organic power of the most concentrated, most productive hydroponics tea ever made.",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,23.78,23.78,0,Nutrients & Supplements > Advanced Nutrients,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/advancedMotherEarthTeaBloom.jpg,,,,,,,,,Advanced Nutrients
