ID,Title,Content,Excerpt,Date,"Post Type",Permalink
14814,"Aphrodite's Extraction","Aphrodite’s Extraction provides a rich blend of sucrose, fructose, chelated nutrients, vitamins, and organic acids to promote a thriving microbial population and strong, healthy plant growth. In addition to calcium, microbes need carbon in order to manufacture complex proteins for normal growth and reproduction: low carbon equals low microbial activity. Sucrose is one of the most available forms of carbon for a plant. When sucrose and fructose are blended with proteins, it becomes a microbial feast. Nutrients in Aphrodite’s Extraction are chelated to increase availability to the plant, promoting photosynthesis, structured soils, and increases in disease resistance and yields.

This blend provides organic acids necessary for enzymatic activity, and a complete balance of vitamins A, C, D, E, B1, B6 and B12, which are essential to plants’ biological growth processes. Additionally, carbon in the soil determines the magnitude of the Earth’s magnetic field’s effect on plants. Greater carbon presence results in greater magnetic influence, which leads to a faster life cycle.

TIP: Customers who use Aphrodite’s Extraction have experienced dramatic flavor improvements when applying it in the last weeks of the plants life cycle. The addition of sugar based calcium allows the plant to process more sugars to improve its ability to procreate. Try using Aphrodite’s Extraction as a food source for compost tea brewing. The blend of proteins, organic acids and sugar from carbon make an excellent food source for a microbial rich tea.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/aphrodites-extraction/
14815,"Aphrodite's Extraction Quart",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/aphrodites-extraction-quart/
14817,"Aphrodite's Extraction Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/aphrodites-extraction-gallon/
14818,"Athena's Aminas","<p>Every plant needs certain compounds for growth beyond soil, light, water, and CO2. Athena’s Aminas provides a readily available source of amino acids to optimize protein production and allow for maximum growth rates. Amino acids are the building blocks of proteins, which are the basic components of living cells. If not readily available, amino acids can be a limiting factor in growth rates. Plants use amino acids present in the soil, and synthesize them from elements sourced from soil, air, and water. However, plants can generally use more amino acids than they can find or synthesize in their natural environment. If amino acids are not abundant, plant growth slows necessarily to match availability of the most limiting factors. By adding an amino acid source, you enable your plants to build proteins as quickly as they are able. When using Athena’s Aminas, you can expect to see faster, healthier growth, resulting in bigger, more vigorous plants and a greater ability to resist pests and disease.</p>  <p>Also known as Amino Blast by Harvest Moon Organics.</p>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/athenas-aminas/
14819,"Athena's Aminas Quart",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/athenas-aminas-quart/
14821,"Athena's Aminas Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/athenas-aminas-gallon/
14822,"UNO Brilliant Series","<lu><br> UNO BRILLIANT SERIES FOR THE SERIOUS GROWERS  <p>  <li>6"" AIR COOLING VENT BUILT-iN  <li> Interior- High Reflectivity Aluminum , offering excellent reflectivity and deffusion.  <li>White powder ciated steel housing.  <li>Spring screws for easy bulb installation and cleaning.  <li>Complete sealed with neoprene gasket for the most effective heat isolation and cooling.  <li>Tempered glass with steel cable supporting when open.  <li>Aerodynamic Scoket Set designed for max-airflow.  <li>pre-wired lamp socketand 15` cord.  <li>Air cooling flanges have a bead ring to keep ducting securely in place.  <p>  <br>Dimensions: 28""L X 20""W X 8""H",,"September 3, 2019",product,http://hmoonhydroponics.com/product/uno-brilliant-series/
14823,"UNO-BHG6-Brilliant series",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/uno-bhg6-brilliant-series/
14825,"(D&E) Diatomite Food Grade fossil shell flour","(D&E) Diatomite Food Grade fossil shell flour for Growing Amendments  <p>  (D&E)Diatomite Fossile Flour is composed principally of amorphous silicon dioxide containing no crystalliny, in particular, no cristobalite, tridymite or quartz were detectable, at detection limits of around 0.1%. Iron and silica levels are quite good and should make a positive contribution to plant nutrition. Both total and water soluble silica levels are very good, making this product a suitable growing media. There are no heavy metal contaminate cancers with the use of this product. Maidenwell Diatomite is a rich source of plant available silica which is widely documented to stimulate self acquired resistance (SAR) in plants thereby increasing their resistance to disease.  Diatomite consists of skeletal remains of microscopic single cell aquatic plants known as diatoms. These small plants developed an opaline silicious shell like armour fro protection, upon the death of these plants the fossil shells accumulated on the beds of these fresh water lakes and compacted into lightweight porous rock.  <p>  Diatomite Food Grade fossil shell flour for Growing Amendments  This can be mixed into a Resivior, or for hand watering mix 1 1/2 tablespoons per Gallon H2O, Top Dressing any growing medium, or Row Crops. Food grade DE only requires a light dusting to help with insects in your home or garden. More is not alway better, as insect tend to avoid large quantities. If you are simply trying to keep insects from entering your home you can put as much as you like as a barrier around your home and it should make a big difference. Remember that food grade diatomaceous earth works physically so it is not as quick as chemical insecticides, but it is much safer and will last as long as it is still present in the area.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/de-diatomite-food-grade-fossil-shell-flour/
14826,"64oz. Shaker container of Diatomacous Earth",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/64oz-shaker-container-of-diatomacous-earth/
14828,"UNO 2' x 4' (48"" X 24"" X 60"") Grow Tent",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/uno-2-x-4-48-x-24-x-60-grow-tent/
14830,"UNO 4' x 8 ' (48"" X 96"" X 78"") Grow Tent",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/uno-4-x-8-48-x-96-x-78-grow-tent/
14831,"Bloom Khaos","<p>Bloom Khaos is Nectar for the Gods’ patent pending secret weapon for flower production and alleviating hidden hunger. When using Bloom Khaos as a foliar feed, one should notice more flower sites, larger, denser flowers, and superior color, flavor, and aroma. Bloom Khaos supplies your plants with chelated forms of phosphate, nitrogen, potassium and calcium. Because the nutrients are fully chelated, Bloom Khaos improves plant health and vigor while reducing stress at crucial times of the plants’ life cycle, such as: transplanting, flower transition, and prior to taking cuttings. Bloom Khaos works best if used daily as a foliar spray in the early stages of growth and up to a few weeks into flowering. After that, it works well as a water-in additive.</p>  <p>Also known as Bloom Power by Harvest Moon Organics.</p>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/bloom-khaos/
14832,"Bloom Khaos Quart",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/bloom-khaos-quart/
14834,"Bloom Khaos Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/bloom-khaos-gallon/
14835,"Demeter's Destiny","<p>Many production problems originate with too much nitrogen and potassium and not enough available calcium and phosphate. Calcium is the “queen-king” of all nutrients, aiding enzymatic action, feeding soil microbes, improving nutrient availability and cell wall integrity, encouraging solid stem growth (vs. hollow in a calcium-deficient situation) and preventing stem breakage. Calcium promotes smooth, sweet, aromatic produce, and generally leads to healthier, more vigorous growth and increased pest and disease resistance.</p>         <p>Demeter’s Destiny is Nectar for the Gods’ answer to calcium-delivered-magnesium, correcting and preventing deficiencies. This special blend of different calcium sources offers microbes and root systems balanced forms of calcium and magnesium. Chelated calcium phosphate helps to carry all nutrients into the plant except for nitrogen and potassium, including magnesium. Most fertilizers deliver magnesium via a nitrate. Demeter’s Destiny is the first product of its kind to deliver magnesium via calcium, which means magnesium is more accessible to your plant, and less likely to be locked out.</p>  <p>Also known as Liquid Calcium by Harvest Moon.</p>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/demeters-destiny/
14836,"Demeter's Destiny Quart",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/demeters-destiny-quart/
14838,"Demeter's Destiny Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/demeters-destiny-gallon/
14839,"Gaia Mania","<p>Gaia Mania is one of Oregon’s Only Organics’ original products, and was designed to work as a standalone nutrient for home gardeners. This product has been around for many years, under many labels, and has now found its home as Gaia Mania. Gaia Mania is a careful blend of organic materials, enzymatically processed to extract only proteins and humates. This digestion process is the beginning step in the absorption of vitamins, acids and minerals by the plant. Gaia Mania has the ability to feed plants immediately, and is also designed to promote microbial populations in your medium, offering greater protection to plants’ root systems. All of the nitrogen in this product is protein based. This is the healthiest form of nitrogen for plants, promoting strong, healthy growth without a tendency toward elongation as with sodium based nitrates. Plants grow healthiest when they are grown with proteins, organic acids, and calcium based products. Addition of calcium will improve the uptake of Gaia Mania.</p>    <p>Also known as Bioactive Organic Supplement by Harvest Moon Organics.</p>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/gaia-mania/
14840,"Gaia Mania Quart",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/gaia-mania-quart/
14842,"Gaia Mania Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/gaia-mania-gallon/
14843,"Gaia Mania 2.5 Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/gaia-mania-2-5-gallon/
14844,"Herculean Harvest","<p>Hercules was known for his strength and power: a perfect name for a product that gives your plants just that. Herculean Harvest increases the availability of calcium and phosphorus to your plants and soil, producing a wide range of benefits to plant health, structure and flavor, contributing to a vigorous soil food web and improving accessibility of nutrients. The active ingredient in bone meal, calcium phosphate, helps to carry all nutrients to the plant, except for nitrogen and potassium. Calcium is essential for supplying plant growth energy in order to sustain life and growth, and promotes solid stems through stronger cell development. Calcium also increases the cation exchange capacity of soils, making nutrients more available to microbial activity and ultimately to the plant. The addition of Herculean Harvest to any nutrient line will increase size, aroma and flavor of the plants’ fruit. It also aides in washing salt from a potting soil or soilless medium, and can be used as part of a soil flush solution.</p>  <p>Also known as Liquid Bone Meal by Harvest Moon Organics</p>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/herculean-harvest/
14845,"Herculean Harvest Quart",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/herculean-harvest-quart/
14847,"Herculean Harvest Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/herculean-harvest-gallon/
14848,"Herculean Harvest 2.5 Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/herculean-harvest-2-5-gallon/
14849,"Hygeia's Hydration","<p>Hygeia’s Hydration is our blending tool for the Nectar for the Gods line of nutrients. Rich in saponins, Yucca acts as a wetting agent to aid in root penetration for maximum nutrient uptake. The organic acids in Yucca contribute to chelation of other nutrients, making them more available to microbes and to your plants. Hygeia’s Hydration can be used for those pesky soils that dry out and will not rehydrate with regular watering. You can also use Hygeia’s Hydration as a wetting agent for foliar feeding nutrients, pest control, and fungal sprays. Because of the high saponin levels, this product is not recommended for heavily aerated reservoirs due to the foaming that will occur.</p>    <p>Also known as Yucca Extract from Harvest Moon Organics</p>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/hygeias-hydration/
14850,"Hygeia's Hydration Quart",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/hygeias-hydration-quart/
14852,"Hygeia's Hydration Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/hygeias-hydration-gallon/
14853,"Medusa's Magic","<p>Medusa’s Magic was originally designed as “Part A” of a three-part nutrient line. To brew Medusa’s Magic, materials are gently chelated to extract proteins and enzymes, and then suspended in a worm casting tea for a micronutrient and microbial punch. Nitrogen in Medusa’s Magic is derived from a protein which will result in a healthier, more natural growth pattern in your plants. The healthier the plant, the more efficient the plants’ natural response to produce its own defense mechanisms against pests and disease.</p>    <p>Also known as Soil Nutrient by Harvest Moon Organics</p>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/medusas-magic/
