Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Weight Unit,Cost per item,Status
1-1-grommet-bag-of-10,1 1/Grommet (bag of 10),"1 1/Grommet (bag of 10) by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,irrigation,irrigation,TRUE,Size,4 inch,,,,,hmh00824,454,shopify,0,continue,manual,22.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/4f6c2d6b__grommets.jpg?v=1766351803,1,1 1/Grommet (bag of 10),FALSE,1 1/Grommet (bag of 10),,lb,,active
1-1-reservoir-filter,1 1/reservoir filter,"1 1/reservoir filter by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,irrigation,irrigation,TRUE,Size,4 inch,,,,,hmh00621,454,shopify,0,continue,manual,7.59,,TRUE,TRUE,,https://hmoonhydro.com/wp-content/uploads/2019/08/GH98012.jpg,1,1 1/reservoir filter,FALSE,1 1/reservoir filter,,lb,,active
1-1-tube-drain-bulk-head,1 1/Tube Drain Bulk Head,"1 1/Tube Drain Bulk Head by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,irrigation,irrigation,TRUE,Size,4 inch,,,,,1392,0,shopify,15,deny,manual,2.99,,TRUE,TRUE,456465732545246568,https://hmoonhydro.com/wp-content/uploads/2019/08/RHX-TAC6Cool-Tube-2-1200x675.jpg,,1 1/Tube Drain Bulk Head,FALSE,1 1/Tube Drain Bulk Head,,lb,,active
1-5-neoprene-inserts,"1.5"" Neoprene Inserts","1.5"" Neoprene Inserts by NGW is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",NGW,,propagation,"accessories, propagation, brand:NGW",TRUE,Size,1 Pc,,,,,1640,0,shopify,0,continue,manual,0.60,,TRUE,TRUE,0691111106455,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/2886620a__athena-logo-1-e1640122053708.png?v=1766353008,1,"1.5"" Neoprene Inserts",FALSE,"1.5"" Neoprene Inserts",,lb,0.32,active
1-5-neoprene-inserts,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/930c533a__athena-logo-1-e1640122111771-100x42_png.webp?v=1766353013,2,"1.5"" Neoprene Inserts",,,,,,
1-5-neoprene-inserts,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/c27f8701__athena-logo-1-e1640122111771.png?v=1766353011,3,"1.5"" Neoprene Inserts",,,,,,
1-5-neoprene-inserts,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/cd66a6a3__athena-logo-1-e1640122111771_png.webp?v=1766353017,4,"1.5"" Neoprene Inserts",,,,,,
1-grommet-bag-of-10,"1"" Grommet (bag of 10)","<p>1"" Grommet (bag of 10) is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.</p>",,,irrigation,"catalog_index; irrigation, brand:H Moon Hydro",TRUE,,,,,,,hmh00823,454,shopify,0,continue,manual,19.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/4f6c2d6b__grommets.jpg?v=1766351803,1,"1"" Grommet (bag of 10)",FALSE,"1"" Grommet (bag of 10)",,lb,,active
1-2-in-elbow-barbed-bag-of-50,1/2 in. Elbow Barbed (bag of 50),"<p>1/2 in. Elbow Barbed (bag of 50) is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.</p>",,,irrigation,"catalog_index; irrigation, brand:H Moon Hydro",TRUE,,,,,,,hmh00827,454,shopify,0,continue,manual,31.50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/caf65dd1__barb_connectors.jpg?v=1766351241,1,1/2 in. Elbow Barbed (bag of 50),FALSE,1/2 in. Elbow Barbed (bag of 50),,lb,,active
1-2-in-straight-barbed-bag-of-50,1/2 in. Straight Barbed (bag of 50),"<p>1/2 in. Straight Barbed (bag of 50) is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.</p>",GH,,irrigation,"catalog_index; irrigation, brand:H Moon Hydro",TRUE,,,,,,,hmh00829,454,shopify,0,continue,manual,27.50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/caf65dd1__barb_connectors.jpg?v=1766351241,1,1/2 in. Straight Barbed (bag of 50),FALSE,1/2 in. Straight Barbed (bag of 50),,lb,,active
1-2-in-tee-barbed-bag-of-50,1/2 in. Tee Barbed (bag of 50),"<p>1/2 in. Tee Barbed (bag of 50) is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.</p>",,,irrigation,"catalog_index; irrigation, brand:H Moon Hydro",TRUE,,,,,,,hmh00828,454,shopify,0,continue,manual,27.50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/caf65dd1__barb_connectors.jpg?v=1766351241,1,1/2 in. Tee Barbed (bag of 50),FALSE,1/2 in. Tee Barbed (bag of 50),,lb,,active
1-2-in-tubing-neutral-250-ft-roll,1/2 in. TUBING NEUTRAL (250 FT. ROLL),"<p>1/2 in. TUBING NEUTRAL (250 FT. ROLL) is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.</p>",,,irrigation,"catalog_index; irrigation, brand:H Moon Hydro",TRUE,,,,,,,hmh00945,9072,shopify,0,continue,manual,130.00,,TRUE,TRUE,,https://hmoonhydro.com/wp-content/uploads/2019/08/blue-tubing-1200x1056.jpg,,1/2 in. TUBING NEUTRAL (250 FT. ROLL),FALSE,1/2 in. TUBING NEUTRAL (250 FT. ROLL),,lb,,active
1-barb-connectors,1/Barb Connectors,"1/Barb Connectors by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,irrigation,irrigation,TRUE,Size,2 inch,,,,,hmh00623,0,shopify,0,continue,manual,47.20,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/caf65dd1__barb_connectors.jpg?v=1766351241,1,1/Barb Connectors,FALSE,1/Barb Connectors,"1/2 in. Barberd Elbows, T's, Straight Connectors and Shut-off Valve with 60 PSI.",lb,,active
1-fill-drain-fitting-bag-of-10,1/Fill & Drain Fitting (Bag of 10),"1/Fill & Drain Fitting (Bag of 10) by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,irrigation,"catalog_index; irrigation, brand:H Moon Hydro",TRUE,Size,2 inch,,,,,hmh00837,454,shopify,0,continue,manual,15.90,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/94a8f978__bucket_baskets3.jpg?v=1766351400,1,1/Fill & Drain Fitting (Bag of 10),FALSE,1/Fill & Drain Fitting (Bag of 10),,lb,,active
1-grommet-bag-of-25,1/Grommet (bag of 25),"1/Grommet (bag of 25) by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,irrigation,irrigation,TRUE,Size,2 inch,,,,,hmh00822,454,shopify,0,continue,manual,17.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/4f6c2d6b__grommets.jpg?v=1766351803,1,1/Grommet (bag of 25),FALSE,1/Grommet (bag of 25),,lb,,active
1-hydrologic-hose-50-ft,1/hydrologic hose 50 ft,"1/hydrologic hose 50 ft by Hawthorne Hydoponics LLC is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Hawthorne Hydoponics LLC,,irrigation,"environment control, irrigation, brand:Hawthorne Hydoponics LLC",TRUE,Size,2 inch,,,,,2997,0,shopify,4,deny,manual,22.95,,TRUE,TRUE,0812111015541,https://hmoonhydro.com/wp-content/uploads/2019/08/hydrologic_logo_250-200x56.jpg,,1/hydrologic hose 50 ft,FALSE,1/hydrologic hose 50 ft,,lb,15.95,active
1-inline-valve,1/inline valve,"1/inline valve by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,irrigation,irrigation,TRUE,Size,4 inch,,,,,1408,0,shopify,52,deny,manual,3.69,,TRUE,TRUE,0018171006127,https://hmoonhydro.com/wp-content/uploads/2019/09/Hurricane-Inline-Fan-4-in-171-CFM-200x200.jpg.webp,,1/inline valve,FALSE,1/inline valve,,lb,,active
1-qc-union-connector,1/QC Union Connector,"1/QC Union Connector by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,irrigation,"accessories, catalog_index; irrigation, brand:H Moon Hydro",TRUE,Size,4 inch,,,,,1018,205931,shopify,0,continue,manual,4.64,,TRUE,TRUE,0812111010706,https://hmoonhydro.com/wp-content/uploads/2019/09/3_8-inch-Union-Connector.jpg,,1/QC Union Connector,FALSE,1/QC Union Connector,,lb,2.75,active
1-qc-union-connector,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/c8231fae__3_8-inch-Union-Connector-100x100_jpg.webp?v=1766352503,3,1/QC Union Connector,,,,,,
1-qc-union-connector,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/70b46a99__3_8-inch-Union-Connector-100x75_jpg.webp?v=1766352505,4,1/QC Union Connector,,,,,,
1-qc-union-connector,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/a23a93b3__3_8-inch-Union-Connector-200x150_jpg.webp?v=1766352507,5,1/QC Union Connector,,,,,,
1-straight-connector-5pk,1/Straight Connector-5pk,"1/Straight Connector-5pk by BFG is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",BFG,,irrigation,"hydroponics components, irrigation, brand:BFG",TRUE,Size,4 inch,,,,,1390,0,shopify,0,continue,manual,7.50,,TRUE,TRUE,0018171003126,https://hmoonhydro.com/wp-content/uploads/2019/09/3_8-inch-Union-Connector-200x150.jpg.webp,,1/Straight Connector-5pk,FALSE,1/Straight Connector-5pk,,lb,1.95,active
1-tubing-barbed-tee-100-pk,1/TUBING BARBED tee (100/pk),"1/TUBING BARBED tee (100/pk) by flora flex is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",flora flex,,irrigation,"accessories, catalog_index; irrigation, brand:Unknown",TRUE,Size,4 inch,,,,,3422,0,shopify,9,deny,manual,19.56,,TRUE,TRUE,,https://hmoonhydro.com/wp-content/uploads/2019/08/blue-tubing-1200x1056.jpg,,1/TUBING BARBED tee (100/pk),FALSE,1/TUBING BARBED tee (100/pk),,lb,,active
10-ft-lamp-extension-cords,10 ft. Lamp Extension Cords,"10 ft. Lamp Extension Cords by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,electrical_supplies,electrical_supplies,TRUE,Size,10`,,,,,3055,0,shopify,0,continue,manual,18.95,,TRUE,TRUE,311111111111111111,https://hmoonhydro.com/wp-content/uploads/2019/08/lamp-cord-black.psd-10-ft-power-exteded-1200x1108.jpg,,10 ft. Lamp Extension Cords,FALSE,10 ft. Lamp Extension Cords,,lb,9.95,active
10-ml-lock-syringe,10 ml lock syringe,"10 ml lock syringe by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,accessories,"accessories, accessories, brand:Nickel City Wholesale Garden Supply",TRUE,Size,10 ml,,,,,851,0,shopify,4,deny,manual,4.99,,TRUE,TRUE,0840194115933,,,10 ml lock syringe,FALSE,10 ml lock syringe,,lb,,active
10-outlet-plastic-manifold,10-Outlet Plastic Manifold,"10-Outlet Plastic Manifold by NGW is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",NGW,,irrigation,"components, catalog_index; irrigation, brand:Unknown",TRUE,Size,1 Pc,,,,,1811,0,shopify,6,deny,manual,4.84,,TRUE,TRUE,0691111056484,,,10-Outlet Plastic Manifold,FALSE,10-Outlet Plastic Manifold,,lb,2.50,active
100-ft-black-white-panda-film-poly,100 ft. Black & White Panda Film (poly),"<p>100 ft. Black & White Panda Film (poly) is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.</p>",,,grow_room_materials,"catalog_index; grow_room_materials, brand:Panda",TRUE,,,,,,,hmh01544,36287,shopify,0,continue,manual,100.50,,TRUE,TRUE,,https://hmoonhydro.com/wp-content/uploads/2019/08/panda-film.jpg,,100 ft. Black & White Panda Film (poly),FALSE,100 ft. Black & White Panda Film (poly),,lb,,active
100-ft-diamond-silver-white-film,100 ft. Diamond Silver White Film,"<p>100 ft. Diamond Silver White Film is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.</p>",Nickel City Wholesale Garden Supply,,grow_room_materials,"catalog_index; grow_room_materials, brand:Panda",TRUE,,,,,,,hmh01541,27216,shopify,0,continue,manual,162.00,,TRUE,TRUE,0696859061455,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/08b65e24__diamond-silver-film-6.jpg?v=1766351584,1,100 ft. Diamond Silver White Film,FALSE,100 ft. Diamond Silver White Film,,lb,95.00,active
10a-120v-w-battery-backup,10A 120V w/battery backup,"<p>10A 120V w/battery backup is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.</p>",,,controllers_timers,controllers_timers,TRUE,,,,,,,hmh00936,2268,shopify,0,continue,manual,335.00,,TRUE,TRUE,,https://hmoonhydro.com/wp-content/uploads/2019/08/lt4-120.jpg,1,10A 120V w/battery backup,FALSE,10A 120V w/battery backup,,lb,,active
10a-240v-w-battery-backup,10A 240V w/battery backup,"<p>10A 240V w/battery backup is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.</p>",,,controllers_timers,controllers_timers,TRUE,,,,,,,hmh00937,2268,shopify,0,continue,manual,400.00,,TRUE,TRUE,,https://hmoonhydro.com/wp-content/uploads/2019/08/lt4-120.jpg,1,10A 240V w/battery backup,FALSE,10A 240V w/battery backup,,lb,,active
10ft-extention-dli-240v-cord,10ft. Extention /DLI 240V Cord,"10ft. Extention /DLI 240V Cord by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,electrical_supplies,"lighting equipment, catalog_index; electrical_supplies, brand:H Moon Hydro",TRUE,Size,10 ft.L,,,,,3642,0,shopify,0,continue,manual,24.00,,TRUE,TRUE,,https://hmoonhydro.com/wp-content/uploads/2019/09/Sun-System-LEC-315-240v-Light-Emitting-Ceramic-Metal-Halide-Fixture-w-Free-Ratchet-Light-Hangers-200x114.jpg.webp,,10ft. Extention /DLI 240V Cord,FALSE,10ft. Extention /DLI 240V Cord,,lb,20.00,active
10ft-lamp-extention-power-cord,10ft. lamp Extention Power cord,"<p>10ft. lamp Extention Power cord is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.</p>",Nickel City Wholesale Garden Supply,,electrical_supplies,"catalog_index; electrical_supplies, brand:H Moon Hydro",TRUE,,,,,,,hmh01783,2268,shopify,0,continue,manual,14.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/8e0d64a5__lamp-cord-black.psd-10-ft-power-exteded.jpg?v=1766351964,1,10ft. lamp Extention Power cord,FALSE,10ft. lamp Extention Power cord,Extend the distance from- the Ballast to the Socket set by 10 ft.,lb,20.00,active
115-reservoir-white,115 Reservoir - White,"115 Reservoir - White by Hawthorne Hydoponics LLC is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Hawthorne Hydoponics LLC,,irrigation,"hydroponics components, irrigation, brand:Hawthorne Hydoponics LLC",TRUE,Size,Gallon,,,,,3507,0,shopify,0,continue,manual,371.00,,TRUE,TRUE,0757900161286,https://hmoonhydro.com/wp-content/uploads/2023/08/NECANN-horozontal-white-1024x312.png.webp,,115 Reservoir - White,FALSE,115 Reservoir - White,,lb,248.00,active
115-reservoir-lid-w,115 Reservoir Lid - W,"115 Reservoir Lid - W by Hawthorne Hydoponics LLC is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Hawthorne Hydoponics LLC,,irrigation,"hydroponics components, irrigation, brand:Hawthorne Hydoponics LLC",TRUE,Size,Gallon,,,,,3508,0,shopify,0,continue,manual,237.00,,TRUE,TRUE,0757900166403,,,115 Reservoir Lid - W,FALSE,115 Reservoir Lid - W,,lb,139.00,active
120v-120v-4-light-switcher,120V - 120V 4 Light Switcher,"<p>120V - 120V 4 Light Switcher is a high-performance grow light for indoor cultivation. From H Moon Hydro, this fixture provides optimal spectrum for vegetative growth and flowering. Energy efficient with reliable performance.</p>",GH,,controllers_timers,"controllers_timers, brand:GH",TRUE,,,,,,,hmh01120,1814,shopify,0,continue,manual,148.00,,TRUE,TRUE,,https://hmoonhydro.com/wp-content/uploads/2019/08/GorZone_LS.jpg,1,120V - 120V 4 Light Switcher,FALSE,120V - 120V 4 Light Switcher,,lb,,active
125-watt-sunblaster-cfl,125 watt Sunblaster CFL,"125 watt Sunblaster CFL by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,grow_lights,"lighting equipment, grow_lights, brand:Nickel City Wholesale Garden Supply",TRUE,Size,125 watt,,,,,3660,0,shopify,5,deny,manual,39.95,,TRUE,TRUE,0000200000497,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/45578d69__New-SunBlaster-CFL-55125200-watt-web.jpg?v=1766352109,1,125 watt Sunblaster CFL,FALSE,125 watt Sunblaster CFL,,lb,20.00,active
