handle,title,issue_type,severity,field,current_value,suggested_action
aquavita-1-5l-min-air-pump,AquaVita 1.5L/Min Air Pump,unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
aquavita-1-5l-min-air-pump,AquaVita 1.5L/Min Air Pump,missing_images,minor,images,,Add product images
ultra-premium-connoisseur-part-b-1-lt,Ultra-premium Connoisseur Part-B (1 lt),missing_description,minor,description,,Add product description
ultra-premium-connoisseur-part-b-1-lt,Ultra-premium Connoisseur Part-B (1 lt),missing_sku,info,sku,,Will be auto-generated if needed
verde-growth-catalyst-1-qt,Verde Growth Catalyst 1 qt,missing_description,minor,description,,Add product description
verde-growth-catalyst-1-qt,Verde Growth Catalyst 1 qt,missing_sku,info,sku,,Will be auto-generated if needed
vitamino-amino-acid-supplement-gallon,Vitamino Amino Acid Supplement Gallon,missing_images,minor,images,,Add product images
vitamino-amino-acid-supplement-gallon,Vitamino Amino Acid Supplement Gallon,missing_description,minor,description,,Add product description
vitamino-amino-acid-supplement-gallon,Vitamino Amino Acid Supplement Gallon,missing_sku,info,sku,,Will be auto-generated if needed
ultra-premium-connoisseur-part-a-1-gal,Ultra-premium Connoisseur Part-A (1 gal),missing_description,minor,description,,Add product description
ultra-premium-connoisseur-part-a-1-gal,Ultra-premium Connoisseur Part-A (1 gal),missing_sku,info,sku,,Will be auto-generated if needed
ultra-premium-connoisseur-part-a-1-lt,Ultra-premium Connoisseur Part-A (1 lt),missing_description,minor,description,,Add product description
ultra-premium-connoisseur-part-a-1-lt,Ultra-premium Connoisseur Part-A (1 lt),missing_sku,info,sku,,Will be auto-generated if needed
ultra-premium-connoisseur-part-b-1-gal,Ultra-premium Connoisseur Part-B (1 gal),missing_description,minor,description,,Add product description
ultra-premium-connoisseur-part-b-1-gal,Ultra-premium Connoisseur Part-B (1 gal),missing_sku,info,sku,,Will be auto-generated if needed
vitamino-amino-acid-supplement-quart,Vitamino Amino Acid Supplement Quart,missing_images,minor,images,,Add product images
vitamino-amino-acid-supplement-quart,Vitamino Amino Acid Supplement Quart,missing_description,minor,description,,Add product description
vitamino-amino-acid-supplement-quart,Vitamino Amino Acid Supplement Quart,missing_sku,info,sku,,Will be auto-generated if needed
voodoo-juice-root-booster-1-gal,VooDoo Juice Root Booster (1 gal),missing_description,minor,description,,Add product description
voodoo-juice-root-booster-1-gal,VooDoo Juice Root Booster (1 gal),missing_sku,info,sku,,Will be auto-generated if needed
voodoo-juice-root-booster-1-lt,VooDoo Juice Root Booster (1 lt),missing_description,minor,description,,Add product description
voodoo-juice-root-booster-1-lt,VooDoo Juice Root Booster (1 lt),missing_sku,info,sku,,Will be auto-generated if needed
verde-growth-catalyst-1-gal,Verde Growth Catalyst 1 gal,missing_description,minor,description,,Add product description
verde-growth-catalyst-1-gal,Verde Growth Catalyst 1 gal,missing_sku,info,sku,,Will be auto-generated if needed
voodoo-juice-root-booster-500-ml,VooDoo Juice Root Booster (500 ml),missing_description,minor,description,,Add product description
voodoo-juice-root-booster-500-ml,VooDoo Juice Root Booster (500 ml),missing_sku,info,sku,,Will be auto-generated if needed
winter-frost-2-5-gallon,Winter Frost 2.5 Gallon,missing_images,minor,images,,Add product images
winter-frost-2-5-gallon,Winter Frost 2.5 Gallon,missing_description,minor,description,,Add product description
winter-frost-2-5-gallon,Winter Frost 2.5 Gallon,missing_sku,info,sku,,Will be auto-generated if needed
tiger-bloom-liquid-plant-food-1-gal,Tiger Bloom Liquid Plant Food (1 gal),missing_description,minor,description,,Add product description
tiger-bloom-liquid-plant-food-1-gal,Tiger Bloom Liquid Plant Food (1 gal),missing_sku,info,sku,,Will be auto-generated if needed
tiger-bloom-liquid-plant-food-1-qt,Tiger Bloom Liquid Plant Food (1 qt),missing_description,minor,description,,Add product description
tiger-bloom-liquid-plant-food-1-qt,Tiger Bloom Liquid Plant Food (1 qt),missing_sku,info,sku,,Will be auto-generated if needed
terpinator-0-0-4-qt,Terpinator 0 - 0 - 4 Qt.,missing_images,minor,images,,Add product images
terpinator-0-0-4-qt,Terpinator 0 - 0 - 4 Qt.,missing_description,minor,description,,Add product description
terpinator-0-0-4-qt,Terpinator 0 - 0 - 4 Qt.,missing_sku,info,sku,,Will be auto-generated if needed
spray-n-grow-16oz,Spray N Grow 16oz.,missing_price,major,price,,Add price from inventory or set draft status
spray-n-grow-16oz,Spray N Grow 16oz.,missing_images,minor,images,,Add product images
spray-n-grow-16oz,Spray N Grow 16oz.,missing_sku,info,sku,,Will be auto-generated if needed
summer-2-5-gallon,Summer 2.5 Gallon,missing_images,minor,images,,Add product images
summer-2-5-gallon,Summer 2.5 Gallon,missing_description,minor,description,,Add product description
summer-2-5-gallon,Summer 2.5 Gallon,missing_sku,info,sku,,Will be auto-generated if needed
suck-it-up-4-liter,Suck it Up 4 liter,missing_images,minor,images,,Add product images
suck-it-up-4-liter,Suck it Up 4 liter,missing_description,minor,description,,Add product description
suck-it-up-4-liter,Suck it Up 4 liter,missing_sku,info,sku,,Will be auto-generated if needed
spray-n-grow-micronutrients-8-oz,Spray-N-Grow Micronutrients 8 oz,missing_price,major,price,,Add price from inventory or set draft status
spray-n-grow-micronutrients-8-oz,Spray-N-Grow Micronutrients 8 oz,unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
spray-n-grow-micronutrients-8-oz,Spray-N-Grow Micronutrients 8 oz,missing_images,minor,images,,Add product images
spray-n-grow-micronutrients-8-oz,Spray-N-Grow Micronutrients 8 oz,missing_sku,info,sku,,Will be auto-generated if needed
small-5-gallon-replacement-bag,Small 5 Gallon Replacement Bag,missing_price,major,price,,Add price from inventory or set draft status
small-5-gallon-replacement-bag,Small 5 Gallon Replacement Bag,unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
small-5-gallon-replacement-bag,Small 5 Gallon Replacement Bag,missing_description,minor,description,,Add product description
suck-it-up-500ml,Suck it Up 500ml,missing_images,minor,images,,Add product images
silicium-bloom,"SiLICIUM Bloom, liter",missing_price,major,price,,Add price from inventory or set draft status
silicium-bloom,"SiLICIUM Bloom, liter",missing_images,minor,images,,Add product images
silicium-bloom,"SiLICIUM Bloom, liter",missing_sku,info,sku,,Will be auto-generated if needed
spring-2-5-gallon,Spring 2.5 Gallon,missing_images,minor,images,,Add product images
spring-2-5-gallon,Spring 2.5 Gallon,missing_description,minor,description,,Add product description
spring-2-5-gallon,Spring 2.5 Gallon,missing_sku,info,sku,,Will be auto-generated if needed
silicium-mono-si-500-ml,SiLICIUM mono si 500 ml,missing_price,major,price,,Add price from inventory or set draft status
silicium-mono-si-500-ml,SiLICIUM mono si 500 ml,missing_description,minor,description,,Add product description
silicium-mono-si-500-ml,SiLICIUM mono si 500 ml,missing_sku,info,sku,,Will be auto-generated if needed
sensizym-1-lt,Sensizym (1 lt),missing_description,minor,description,,Add product description
sensizym-1-lt,Sensizym (1 lt),missing_sku,info,sku,,Will be auto-generated if needed
sensizym-2-5-gal,Sensizym (2.5 gal),missing_description,minor,description,,Add product description
sensizym-2-5-gal,Sensizym (2.5 gal),missing_sku,info,sku,,Will be auto-generated if needed
suck-it-up-1-liter,Suck it Up 1 liter,missing_images,minor,images,,Add product images
suck-it-up-1-liter,Suck it Up 1 liter,missing_description,minor,description,,Add product description
suck-it-up-1-liter,Suck it Up 1 liter,missing_sku,info,sku,,Will be auto-generated if needed
spray-n-grow-32-oz,Spray N Grow 32 oz.,missing_price,major,price,,Add price from inventory or set draft status
spray-n-grow-32-oz,Spray N Grow 32 oz.,missing_images,minor,images,,Add product images
spray-n-grow-32-oz,Spray N Grow 32 oz.,missing_sku,info,sku,,Will be auto-generated if needed
spigot-for-6-gal-container,Spigot for 6 Gal container,unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
spigot-for-6-gal-container,Spigot for 6 Gal container,missing_description,minor,description,,Add product description
spigot-for-6-gal-container,Spigot for 6 Gal container,missing_sku,info,sku,,Will be auto-generated if needed
sensi-bloom-part-b-2-5-gal,Sensi Bloom part B (2.5 gal),missing_description,minor,description,,Add product description
sensi-bloom-part-b-2-5-gal,Sensi Bloom part B (2.5 gal),missing_sku,info,sku,,Will be auto-generated if needed
silica-blast-gal,Silica Blast Gal.,missing_description,minor,description,,Add product description
silica-blast-gal,Silica Blast Gal.,missing_sku,info,sku,,Will be auto-generated if needed
sensi-grow-part-b-2-5-gal,Sensi Grow part B (2.5 gal),missing_description,minor,description,,Add product description
sensi-grow-part-b-2-5-gal,Sensi Grow part B (2.5 gal),missing_sku,info,sku,,Will be auto-generated if needed
sensi-bloom-part-b-1-lt,Sensi Bloom part B (1 lt),missing_description,minor,description,,Add product description
sensi-bloom-part-b-1-lt,Sensi Bloom part B (1 lt),missing_sku,info,sku,,Will be auto-generated if needed
sensi-grow-part-b-1-gal,Sensi Grow part B (1 gal),missing_description,minor,description,,Add product description
sensi-grow-part-b-1-gal,Sensi Grow part B (1 gal),missing_sku,info,sku,,Will be auto-generated if needed
sensizym-1-gal,Sensizym (1 gal),missing_description,minor,description,,Add product description
sensizym-1-gal,Sensizym (1 gal),missing_sku,info,sku,,Will be auto-generated if needed
silicium-500-ml,SilICIUM 500 ml,missing_description,minor,description,,Add product description
silicium-500-ml,SilICIUM 500 ml,missing_sku,info,sku,,Will be auto-generated if needed
sledgehammer-1-qt,SledgeHammer (1 qt),missing_description,minor,description,,Add product description
sledgehammer-1-qt,SledgeHammer (1 qt),missing_sku,info,sku,,Will be auto-generated if needed
silicium-bloom-500-ml,Silicium Bloom 500 ML,missing_description,minor,description,,Add product description
silicium-bloom-500-ml,Silicium Bloom 500 ML,missing_sku,info,sku,,Will be auto-generated if needed
sensi-bloom-part-a-2-5-gal,Sensi Bloom part A (2.5 gal),missing_description,minor,description,,Add product description
sensi-bloom-part-a-2-5-gal,Sensi Bloom part A (2.5 gal),missing_sku,info,sku,,Will be auto-generated if needed
silica-blast-qt,Silica Blast Qt.,missing_description,minor,description,,Add product description
silica-blast-qt,Silica Blast Qt.,missing_sku,info,sku,,Will be auto-generated if needed
sensi-grow-part-a-1-gal,Sensi Grow part A (1 gal),missing_description,minor,description,,Add product description
sensi-grow-part-a-1-gal,Sensi Grow part A (1 gal),missing_sku,info,sku,,Will be auto-generated if needed
silicium-mono-si-250-ml,SiLICIUM mono si 250 ml,missing_description,minor,description,,Add product description
silicium-mono-si-250-ml,SiLICIUM mono si 250 ml,missing_sku,info,sku,,Will be auto-generated if needed
silicium-bloom-250-ml,Silicium Bloom 250 ML,missing_sku,info,sku,,Will be auto-generated if needed
sensi-grow-part-a-2-5-gal,Sensi Grow part A (2.5 gal),missing_description,minor,description,,Add product description
sensi-grow-part-a-2-5-gal,Sensi Grow part A (2.5 gal),missing_sku,info,sku,,Will be auto-generated if needed
sensi-bloom-part-a-1-lt,Sensi Bloom part A (1 lt),missing_description,minor,description,,Add product description
sensi-bloom-part-a-1-lt,Sensi Bloom part A (1 lt),missing_sku,info,sku,,Will be auto-generated if needed
sensi-bloom-part-a-1-gal,Sensi Bloom part A (1 gal),missing_description,minor,description,,Add product description
sensi-bloom-part-a-1-gal,Sensi Bloom part A (1 gal),missing_sku,info,sku,,Will be auto-generated if needed
scietetics-magcal-2-5gal,Scietetics MagCal  2.5Gal.,missing_description,minor,description,,Add product description
scietetics-magcal-2-5gal,Scietetics MagCal  2.5Gal.,missing_sku,info,sku,,Will be auto-generated if needed
scietetics-magcal-5-gallon,Scietetics MagCal 5 Gallon,missing_description,minor,description,,Add product description
scietetics-magcal-5-gallon,Scietetics MagCal 5 Gallon,missing_sku,info,sku,,Will be auto-generated if needed
scietetics-grow-powder-12-oz-340g,Scietetics Grow Powder 12 OZ (340g),missing_description,minor,description,,Add product description
scietetics-grow-powder-12-oz-340g,Scietetics Grow Powder 12 OZ (340g),missing_sku,info,sku,,Will be auto-generated if needed
scietetics-ful-v-tech-element-transfer-system-5-gallon,Scietetics Ful V Tech Element Transfer System 5 Gallon,missing_description,minor,description,,Add product description
scietetics-ful-v-tech-element-transfer-system-5-gallon,Scietetics Ful V Tech Element Transfer System 5 Gallon,missing_sku,info,sku,,Will be auto-generated if needed
scietetics-ful-v-tech-element-transfer-system-2-5-gallon,Scietetics Ful V Tech Element Transfer System 2.5 Gallon,missing_description,minor,description,,Add product description
scietetics-ful-v-tech-element-transfer-system-2-5-gallon,Scietetics Ful V Tech Element Transfer System 2.5 Gallon,missing_sku,info,sku,,Will be auto-generated if needed
scietetics-bloom-powder-12-oz-340g,Scietetics Bloom Powder 12 OZ (340g),missing_description,minor,description,,Add product description
scietetics-bloom-powder-12-oz-340g,Scietetics Bloom Powder 12 OZ (340g),missing_sku,info,sku,,Will be auto-generated if needed
safer-end-all-32oz-rtu-spray,Safer End All 32oz RTU Spray,unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
safer-end-all-32oz-rtu-spray,Safer End All 32oz RTU Spray,missing_description,minor,description,,Add product description
safer-end-all-32oz-rtu-spray,Safer End All 32oz RTU Spray,missing_sku,info,sku,,Will be auto-generated if needed
ruby-ful-2-5-gallon,Ruby Ful#$% 2.5 Gallon,missing_images,minor,images,,Add product images
ruby-ful-2-5-gallon,Ruby Ful#$% 2.5 Gallon,missing_description,minor,description,,Add product description
ruby-ful-2-5-gallon,Ruby Ful#$% 2.5 Gallon,missing_sku,info,sku,,Will be auto-generated if needed
royal-gold-4-liter,Royal Gold 4 liter,missing_description,minor,description,,Add product description
royal-gold-4-liter,Royal Gold 4 liter,missing_sku,info,sku,,Will be auto-generated if needed
royal-gold-1-liter,Royal Gold 1 liter,missing_description,minor,description,,Add product description
royal-gold-1-liter,Royal Gold 1 liter,missing_sku,info,sku,,Will be auto-generated if needed
royal-flush-16-oz,Royal Flush 16 oz,unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
royal-flush-16-oz,Royal Flush 16 oz,missing_description,minor,description,,Add product description
royal-flush-16-oz,Royal Flush 16 oz,missing_sku,info,sku,,Will be auto-generated if needed
royal-black-1-liter,Royal Black 1 liter,unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
royal-black-1-liter,Royal Black 1 liter,missing_description,minor,description,,Add product description
royal-black-1-liter,Royal Black 1 liter,missing_sku,info,sku,,Will be auto-generated if needed
royal-black-4-liter,Royal Black 4 liter,unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
